7387,10000
5139,9999
9933,9998
7449,9997
6547,9996
5707,9995
807,9994
2494,9993
1122,9992
6842,9991
4537,9990
-8278,9989
-8364,9988
9043,9987
4445,9986
4374,9985
-223,9984
7791,9983
4759,9982
1111,9981
-458,9980
479,9979
-3260,9978
-1783,9977
-1228,9976
-68,9975
-3939,9974
8977,9973
-7773,9972
7155,9971
-9116,9970
393,9969
-5904,9968
-6569,9967
9639,9966
-3759,9965
-4804,9964
-4944,9963
7666,9962
-4045,9961
-1902,9960
-7202,9959
2681,9958
2880,9957
2042,9956
-7517,9955
495,9954
5154,9953
-1264,9952
3221,9951
4403,9950
7796,9949
-19,9948
5364,9947
-5619,9946
-4429,9945
8597,9944
-8421,9943
-4490,9942
-7266,9941
5184,9940
-8672,9939
8985,9938
-1990,9937
-4977,9936
-8446,9935
-6395,9934
-9033,9933
1778,9932
4491,9931
804,9930
9402,9929
7663,9928
7348,9927
2148,9926
6465,9925
3300,9924
7941,9923
4543,9922
-9091,9921
4807,9920
-4584,9919
5547,9918
-5772,9917
460,9916
-4166,9915
-1194,9914
-5598,9913
4781,9912
8661,9911
-2063,9910
-2515,9909
4028,9908
-7917,9907
6127,9906
-4421,9905
-6221,9904
-7392,9903
-1751,9902
2491,9901
-3319,9900
-2421,9899
2467,9898
-3142,9897
6430,9896
7916,9895
9141,9894
-3398,9893
-7368,9892
2908,9891
-3784,9890
8293,9889
454,9888
-1223,9887
2360,9886
318,9885
8869,9884
8504,9883
1806,9882
-298,9881
-8305,9880
-8431,9879
-1889,9878
9043,9877
-3153,9876
-799,9875
-1997,9874
2202,9873
902,9872
-6716,9871
-8960,9870
5214,9869
8426,9868
5125,9867
5948,9866
2379,9865
8566,9864
4148,9863
365,9862
6535,9861
-5066,9860
5909,9859
7047,9858
-2743,9857
-861,9856
3891,9855
6778,9854
1010,9853
3124,9852
142,9851
5757,9850
3311,9849
963,9848
-3873,9847
3656,9846
4467,9845
-3082,9844
7031,9843
7380,9842
-2299,9841
-6745,9840
290,9839
-4814,9838
1306,9837
-1296,9836
-7760,9835
5914,9834
-5071,9833
-3558,9832
5594,9831
-1026,9830
-5868,9829
9053,9828
-5186,9827
2061,9826
7145,9825
7218,9824
6445,9823
-4283,9822
-6988,9821
8684,9820
-2796,9819
-3548,9818
1282,9817
4614,9816
3780,9815
-6495,9814
46,9813
-8524,9812
5287,9811
8184,9810
-8774,9809
-1587,9808
1776,9807
-643,9806
9947,9805
2376,9804
-9626,9803
-6260,9802
8236,9801
-3726,9800
-5611,9799
-4458,9798
-7648,9797
-944,9796
-9869,9795
6351,9794
-2179,9793
-9157,9792
1159,9791
3270,9790
6536,9789
1080,9788
-9597,9787
928,9786
-3762,9785
-6783,9784
-3230,9783
1354,9782
4287,9781
-4522,9780
-5149,9779
-5422,9778
4873,9777
4069,9776
3763,9775
-7618,9774
1569,9773
-7487,9772
-5621,9771
-2163,9770
5662,9769
-1228,9768
2919,9767
-5993,9766
4747,9765
-9510,9764
-6689,9763
-3332,9762
5769,9761
7840,9760
709,9759
-2072,9758
2042,9757
-6580,9756
-5755,9755
-9693,9754
4739,9753
-969,9752
-1698,9751
4127,9750
-4088,9749
-9617,9748
8567,9747
-4961,9746
2303,9745
-7580,9744
-8436,9743
2956,9742
-2912,9741
-9600,9740
4559,9739
8990,9738
-9940,9737
4782,9736
-3492,9735
2638,9734
5952,9733
-8340,9732
-9949,9731
-2006,9730
-4778,9729
4622,9728
-347,9727
4774,9726
-8034,9725
8920,9724
-8411,9723
7617,9722
9648,9721
4150,9720
-2268,9719
-4572,9718
6832,9717
7910,9716
-2942,9715
-8548,9714
2343,9713
-440,9712
-3787,9711
4355,9710
-7854,9709
560,9708
-6284,9707
-9310,9706
-1363,9705
-4068,9704
1084,9703
9985,9702
7162,9701
-104,9700
-1410,9699
5130,9698
-5741,9697
-1927,9696
3357,9695
-7302,9694
7462,9693
-1577,9692
3191,9691
641,9690
-2510,9689
-6355,9688
732,9687
3991,9686
-9847,9685
-1179,9684
-494,9683
3181,9682
-2392,9681
-116,9680
5889,9679
4134,9678
6349,9677
-9217,9676
-799,9675
-5544,9674
2826,9673
-9729,9672
-4138,9671
5843,9670
6629,9669
-7173,9668
3012,9667
9278,9666
-4068,9665
2441,9664
1924,9663
6598,9662
-9849,9661
2910,9660
2264,9659
-272,9658
814,9657
-6292,9656
4475,9655
-2844,9654
-6854,9653
6673,9652
-529,9651
-3839,9650
-1891,9649
-4526,9648
2348,9647
-1159,9646
-2492,9645
-2874,9644
-32,9643
181,9642
-6859,9641
2920,9640
-8987,9639
7200,9638
5148,9637
4638,9636
-8452,9635
9622,9634
4368,9633
1241,9632
9111,9631
4596,9630
8837,9629
1030,9628
-5981,9627
640,9626
5562,9625
-5201,9624
-2197,9623
9304,9622
-4752,9621
6603,9620
5678,9619
-3031,9618
-126,9617
-9503,9616
2338,9615
-6283,9614
869,9613
-6046,9612
-1375,9611
1455,9610
9038,9609
-8283,9608
-9655,9607
9201,9606
6543,9605
7357,9604
-128,9603
9908,9602
5895,9601
4142,9600
6267,9599
236,9598
1273,9597
1609,9596
218,9595
-7620,9594
3430,9593
-208,9592
6408,9591
-4666,9590
-8954,9589
9092,9588
-2170,9587
-8084,9586
-1447,9585
-9401,9584
4031,9583
